collectionName,phoneName,millisSinceGpsEpoch,latDeg,lngDeg,heightAboveWgs84EllipsoidM,timeSinceFirstFixSeconds,hDop,vDop,speedMps,courseDegree
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683567000,37.3958453683,-122.1029544550,58.31,257.00,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683568000,37.3958453683,-122.1029544550,58.31,258.00,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683569000,37.3958453683,-122.1029544550,58.31,259.00,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683570000,37.3958453683,-122.1029544550,58.31,260.00,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683571000,37.3958453683,-122.1029544550,58.31,261.00,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683572000,37.3958453683,-122.1029544550,58.31,262.00,0.80,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683573000,37.3958453683,-122.1029544550,58.31,263.00,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683574000,37.3958453683,-122.1029544550,58.31,264.00,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683575000,37.3958453683,-122.1029544550,58.31,265.00,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683576000,37.3958453683,-122.1029544550,58.31,266.00,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683577000,37.3958453683,-122.1029544550,58.31,267.00,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683578000,37.3958453683,-122.1029544550,58.31,268.00,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683579000,37.3958453683,-122.1029544550,58.31,269.00,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683580000,37.3958453683,-122.1029544550,58.31,270.00,2.40,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683581000,37.3958453683,-122.1029544550,58.31,271.00,2.40,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683582000,37.3958453683,-122.1029544550,58.31,272.00,2.40,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683583000,37.3958453683,-122.1029544550,58.31,273.00,1.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683584000,37.3958453683,-122.1029544550,58.31,274.00,1.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683585000,37.3958453683,-122.1029544550,58.31,275.00,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683586000,37.3958453683,-122.1029544550,58.31,276.00,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683587000,37.3958453683,-122.1029544550,58.31,277.00,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683588000,37.3958453683,-122.1029544550,58.31,278.00,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683589000,37.3958453683,-122.1029544550,58.31,279.00,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683590000,37.3958453683,-122.1029544533,58.31,280.00,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683591000,37.3958453683,-122.1029544533,58.31,281.00,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683592000,37.3958453683,-122.1029544500,58.31,282.00,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683593000,37.3958453900,-122.1029545983,58.28,283.00,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683594000,37.3958453917,-122.1029546183,58.28,284.00,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683595000,37.3958453917,-122.1029546167,58.28,285.00,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683596000,37.3958453917,-122.1029546150,58.28,286.00,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683597000,37.3958453917,-122.1029546467,58.28,287.00,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683598000,37.3958453933,-122.1029547183,58.28,288.00,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683599000,37.3958452817,-122.1029546283,58.28,289.00,1.00,0.00,0.15,300.80
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683600000,37.3958433533,-122.1029511900,58.28,290.00,1.20,0.00,0.62,300.00
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683601000,37.3958406850,-122.1029422017,58.28,291.00,1.70,0.00,0.98,304.30
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683602000,37.3958372917,-122.1029288900,58.29,292.00,1.60,0.00,1.18,316.80
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683603000,37.3958308700,-122.1029154133,58.32,293.00,2.10,0.00,1.13,331.90
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683604000,37.3958242217,-122.1029067683,58.35,294.00,2.10,0.00,0.72,343.30
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683605000,37.3958204783,-122.1029034300,58.36,295.00,2.10,0.00,0.21,348.60
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683606000,37.3958201833,-122.1029033083,58.36,296.00,2.10,0.00,0.00,349.10
2021-04-28-US-MTV-1,SamsungS20Ultra,1303683607000,37.3958202333,-122.1029034833,58.36,297.00,1.30,0.00,0.00,349.10
