220134.00,3725.4168121,12205.6498009,1,14,1.0,2.70,-32.64,,53
220134.10,3725.4168119,12205.6498010,1,14,1.0,2.70,-32.64,,51
220134.20,3725.4168116,12205.6498012,1,14,1.0,2.70,-32.64,,5
220134.30,3725.4168112,12205.6498014,1,14,1.0,2.70,-32.64,,5
220134.40,3725.4168112,12205.6498014,1,14,1.0,2.70,-32.64,,5
220134.50,3725.4168111,12205.6498014,1,14,1.0,2.70,-32.64,,59
220134.60,3725.4168114,12205.6498013,1,14,1.0,2.70,-32.64,,58
220134.70,3725.4168117,12205.6498011,1,14,1.0,2.70,-32.64,,58
220134.80,3725.4168117,12205.6498011,1,14,1.0,2.70,-32.64,,57
220134.90,3725.4168119,12205.6498010,1,14,1.0,2.70,-32.64,,59
220135.00,3725.4168117,12205.6498010,1,14,1.0,2.70,-32.64,,5
220135.10,3725.4168118,12205.6498010,1,14,1.0,2.70,-32.64,,51
220135.20,3725.4168117,12205.6498009,1,14,1.0,2.70,-32.64,,55
220135.30,3725.4168116,12205.6498010,1,14,1.0,2.70,-32.64,,5
220135.40,3725.4168118,12205.6498009,1,14,1.0,2.70,-32.64,,5
220135.50,3725.4168117,12205.6498009,1,14,1.0,2.70,-32.64,,52
220135.60,3725.4168119,12205.6498009,1,14,1.0,2.70,-32.64,,5
220135.70,3725.4168118,12205.6498009,1,14,1.0,2.70,-32.64,,5
220135.80,3725.4168119,12205.6498010,1,14,1.0,2.70,-32.64,,59
220135.90,3725.4168119,12205.6498009,1,14,1.0,2.70,-32.64,,50
220136.00,3725.4168118,12205.6498009,1,14,1.0,2.70,-32.64,,5
220136.10,3725.4168120,12205.6498009,1,14,1.0,2.70,-32.64,,51
220136.20,3725.4168118,12205.6498009,1,14,1.0,2.70,-32.64,,59
220136.30,3725.4168120,12205.6498009,1,14,1.0,2.70,-32.64,,53
220136.40,3725.4168119,12205.6498009,1,14,1.0,2.70,-32.64,,5
220136.50,3725.4168119,12205.6498010,1,14,1.0,2.70,-32.64,,57
220136.60,3725.4168120,12205.6498009,1,14,1.0,2.70,-32.64,,56
