221452.00,3723.7483278,12206.1789411,1,05,90.3,26.74,-32.65,,5
221452.10,3723.7482995,12206.1790267,1,05,84.1,26.92,-32.65,,57
221452.20,3723.7482363,12206.1792175,1,05,78.0,27.31,-32.65,,5
221452.30,3723.7481853,12206.1793714,1,05,71.8,27.62,-32.65,,52
221452.40,3723.7481666,12206.1794276,1,05,65.6,27.74,-32.65,,57
221452.50,3723.7481650,12206.1794325,1,05,59.5,27.75,-32.65,,59
221452.60,3723.7481651,12206.1794323,1,05,53.3,27.74,-32.65,,50
221452.70,3723.7481651,12206.1794322,1,05,47.2,27.74,-32.65,,54
221452.80,3723.7481554,12206.1794651,1,05,41.0,27.81,-32.65,,52
221452.90,3723.7481356,12206.1795325,1,05,34.8,27.95,-32.65,,5
221453.00,3723.7481138,12206.1796074,1,02,28.7,28.10,-32.65,,5
221453.10,3723.7480908,12206.1796859,1,02,27.0,28.25,-32.65,,5
221453.20,3723.7480681,12206.1797613,1,02,25.3,28.41,-32.65,,53
221453.30,3723.7480578,12206.1797944,1,02,23.6,28.47,-32.65,,5
221453.40,3723.7480581,12206.1797940,1,02,21.9,28.47,-32.65,,57
221453.50,3723.7480582,12206.1797938,1,02,20.2,28.47,-32.65,,50
221453.60,3723.7480582,12206.1797937,1,02,18.5,28.47,-32.65,,50
221453.70,3723.7480582,12206.1797938,1,02,16.8,28.47,-32.65,,5
221453.80,3723.7480581,12206.1797938,1,02,15.2,28.47,-32.65,,58
221453.90,3723.7480582,12206.1797937,1,02,13.5,28.47,-32.65,,54
221454.00,3723.7480583,12206.1797934,1,00,11.8,28.47,-32.65,,55
221454.10,3723.7480586,12206.1797929,1,05,19.6,28.47,-32.65,,5
221454.20,3723.7480589,12206.1797924,1,05,27.5,28.47,-32.65,,51
221454.30,3723.7480592,12206.1797918,1,05,35.3,28.47,-32.65,,50
221454.40,3723.7480595,12206.1797914,1,05,43.2,28.47,-32.65,,5
221454.50,3723.7480596,12206.1797912,1,05,51.0,28.47,-32.65,,59
221454.60,3723.7480596,12206.1797912,1,05,58.9,28.47,-32.65,,5
221454.70,3723.7480595,12206.1797912,1,05,66.7,28.47,-32.65,,5
221454.80,3723.7480594,12206.1797915,1,05,74.6,28.47,-32.65,,50
221454.90,3723.7480591,12206.1797922,1,05,82.4,28.47,-32.65,,5
221455.00,3723.7480586,12206.1797934,1,05,90.3,28.47,-32.65,,56
221455.10,3723.7480581,12206.1797949,1,10,81.3,28.47,-32.65,,5
221455.20,3723.7480575,12206.1797965,1,10,72.3,28.48,-32.65,,5
221455.30,3723.7480569,12206.1797981,1,10,63.3,28.48,-32.65,,5
221455.40,3723.7480565,12206.1797992,1,10,54.3,28.48,-32.65,,50
221455.50,3723.7480563,12206.1797999,1,10,45.3,28.48,-32.65,,5
221455.60,3723.7480561,12206.1798004,1,10,36.2,28.48,-32.65,,5
221455.70,3723.7480559,12206.1798008,1,10,27.2,28.48,-32.65,,5
221455.80,3723.7480557,12206.1798011,1,10,18.2,28.48,-32.65,,59
221455.90,3723.7480554,12206.1798020,1,10,9.2,28.48,-32.65,,69
221456.00,3723.7480549,12206.1798033,1,10,0.2,28.49,-32.65,,65
221456.10,3723.7480540,12206.1798055,1,10,0.3,28.49,-32.65,,6
221456.20,3723.7480532,12206.1798078,1,10,0.4,28.49,-32.65,,62
221456.30,3723.7480523,12206.1798100,1,10,0.5,28.50,-32.65,,64
221456.40,3723.7480515,12206.1798119,1,10,0.6,28.50,-32.65,,6
221456.50,3723.7480508,12206.1798136,1,10,0.8,28.50,-32.65,,63
221456.60,3723.7480499,12206.1798153,1,10,0.9,28.50,-32.65,,6
221456.70,3723.7480489,12206.1798169,1,10,1.0,28.50,-32.65,,6
221456.80,3723.7480482,12206.1798181,1,10,1.1,28.50,-32.65,,69
221456.90,3723.7480477,12206.1798194,1,10,1.2,28.50,-32.65,,65
221457.00,3723.7480471,12206.1798212,1,10,1.3,28.51,-32.65,,66
221457.10,3723.7480462,12206.1798232,1,10,1.3,28.51,-32.65,,67
221457.20,3723.7480452,12206.1798254,1,10,1.3,28.51,-32.65,,67
221457.30,3723.7480443,12206.1798279,1,10,1.3,28.52,-32.65,,6
221457.40,3723.7480435,12206.1798301,1,10,1.3,28.52,-32.65,,62
221457.50,3723.7480431,12206.1798317,1,10,1.3,28.52,-32.65,,60
221457.60,3723.7480428,12206.1798326,1,10,1.3,28.53,-32.65,,68
221457.70,3723.7480426,12206.1798335,1,10,1.3,28.53,-32.65,,65
221457.80,3723.7480425,12206.1798347,1,10,1.3,28.53,-32.65,,6
221457.90,3723.7480419,12206.1798365,1,10,1.3,28.53,-32.65,,62
221458.00,3723.7480410,12206.1798385,1,10,1.3,28.53,-32.65,,63
221458.10,3723.7480402,12206.1798397,1,10,1.3,28.54,-32.65,,65
221458.20,3723.7480394,12206.1798414,1,10,1.3,28.54,-32.65,,62
221458.30,3723.7480388,12206.1798431,1,10,1.3,28.54,-32.65,,69
221458.40,3723.7480384,12206.1798443,1,10,1.3,28.54,-32.65,,67
221458.50,3723.7480381,12206.1798449,1,10,1.3,28.54,-32.65,,69
221458.60,3723.7480378,12206.1798457,1,10,1.3,28.55,-32.65,,62
221458.70,3723.7480374,12206.1798469,1,10,1.3,28.55,-32.65,,62
221458.80,3723.7480365,12206.1798491,1,10,1.3,28.55,-32.65,,6
221458.90,3723.7480339,12206.1798552,1,10,1.3,28.56,-32.65,,6
221459.00,3723.7480295,12206.1798652,1,10,1.3,28.58,-32.65,,6
221459.10,3723.7480239,12206.1798778,1,10,1.3,28.60,-32.65,,68
221459.20,3723.7480176,12206.1798915,1,10,1.3,28.63,-32.65,,65
221459.30,3723.7480115,12206.1799045,1,10,1.3,28.65,-32.65,,6
221459.40,3723.7480071,12206.1799136,1,10,1.3,28.67,-32.65,,69
