collectionName,phoneName,millisSinceGpsEpoch,latDeg,lngDeg,heightAboveWgs84EllipsoidM,timeSinceFirstFixSeconds,hDop,vDop,speedMps,courseDegree
2021-04-28-US-MTV-1,Pixel4,1303683548434,37.3958432739,-122.1029562900,58.31,238.43,2.50,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683549434,37.3958432739,-122.1029562900,58.31,239.43,2.50,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683550434,37.3958432750,-122.1029562894,58.31,240.43,2.50,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683551434,37.3958432744,-122.1029562900,58.31,241.43,2.50,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683552434,37.3958432733,-122.1029562900,58.31,242.43,2.50,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683553434,37.3958432733,-122.1029562900,58.31,243.43,2.50,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683554434,37.3958432733,-122.1029562900,58.31,244.43,2.50,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683555434,37.3958432733,-122.1029562900,58.31,245.43,2.50,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683556434,37.3958432733,-122.1029562900,58.31,246.43,2.30,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683557434,37.3958432733,-122.1029562900,58.31,247.43,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683558434,37.3958432733,-122.1029562900,58.31,248.43,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683559434,37.3958432733,-122.1029562900,58.31,249.43,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683560434,37.3958432733,-122.1029562900,58.31,250.43,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683561434,37.3958432733,-122.1029562900,58.31,251.43,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683562434,37.3958432733,-122.1029562900,58.31,252.43,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683563434,37.3958432733,-122.1029562900,58.31,253.43,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683564434,37.3958432733,-122.1029562900,58.31,254.43,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683565434,37.3958432733,-122.1029562900,58.31,255.43,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683566434,37.3958432733,-122.1029562900,58.31,256.43,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683567434,37.3958432733,-122.1029562900,58.31,257.43,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683568434,37.3958432733,-122.1029562900,58.31,258.43,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683569434,37.3958432733,-122.1029562900,58.31,259.43,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683570434,37.3958432733,-122.1029562900,58.31,260.43,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683571434,37.3958432733,-122.1029562900,58.31,261.43,1.53,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683572434,37.3958432733,-122.1029562900,58.31,262.43,1.33,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683573434,37.3958432733,-122.1029562900,58.31,263.43,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683574434,37.3958432733,-122.1029562900,58.31,264.43,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683575434,37.3958432733,-122.1029562900,58.31,265.43,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683576434,37.3958432733,-122.1029562900,58.31,266.43,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683577434,37.3958432733,-122.1029562900,58.31,267.43,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683578434,37.3958432733,-122.1029562900,58.31,268.43,2.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683579434,37.3958432733,-122.1029562900,58.31,269.43,2.23,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683580434,37.3958432733,-122.1029562900,58.31,270.43,2.40,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683581434,37.3958432733,-122.1029562900,58.31,271.43,2.40,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683582434,37.3958432733,-122.1029562900,58.31,272.43,1.87,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683583434,37.3958432733,-122.1029562900,58.31,273.43,1.10,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683584434,37.3958432733,-122.1029562900,58.31,274.43,1.07,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683585434,37.3958432733,-122.1029562900,58.31,275.43,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683586434,37.3958432733,-122.1029562900,58.31,276.43,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683587434,37.3958432733,-122.1029562900,58.31,277.43,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683588434,37.3958432733,-122.1029562900,58.31,278.43,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683589434,37.3958432733,-122.1029562900,58.31,279.43,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683590434,37.3958432750,-122.1029562889,58.31,280.43,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683591434,37.3958432750,-122.1029562850,58.31,281.43,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683592434,37.3958432789,-122.1029563056,58.30,282.43,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683593434,37.3958432967,-122.1029564567,58.27,283.43,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683594434,37.3958432967,-122.1029564550,58.27,284.43,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683595434,37.3958432967,-122.1029564533,58.27,285.43,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683596434,37.3958432983,-122.1029564811,58.27,286.43,1.00,0.00,0.00,301.00
2021-04-28-US-MTV-1,Pixel4,1303683597434,37.3958432983,-122.1029565139,58.27,287.43,1.00,0.00,0.00,301.00
